University,Program,Degree,Entrance Semester,Decision,Decision Date,GPA,GRE Verbal,GRE Writing,GRE,Date Added,Notes
Rowan University,Clinical Psychology,PhD,F21,Interview,,,,,,2021-02-17,Was excited to receive an email today that I have been invited to interview on 2/26 and 3/5. I was originally waitlisted last week.
Bowling Green State University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-17,POI let me know I am waitlisted via email.
Drexel University,Clinical Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,"I received an email today to check my status in the portal, received a rejection but not surprised since I didn't hear from them."
Drexel University,Clinical Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,"Email to check portal, admission status was right on application. Wasnâ€™t even a formal letter...yikes"
University Of Regina,Clinical Psychology,Masters,F21,Accepted,2021-02-17,,,,,2021-02-17,Unofficial acceptance email from supervisor
University Of South Alabama,Clinical-Counseling Psychology,PhD,F21,Accepted,2021-02-16,,,,,2021-02-17,Offered admission over video call with PI
University Of Southern Mississippi,Clinical Psychology,PhD,F21,Accepted,2021-02-17,,,,,2021-02-17,"Not comfortable sharing PI at this time, however they said that they met today about admissions so those who are waiting should hopefully hear soon. I will be holding onto my offer until I hear back from a few schools but this program is excellent and the faculty and students seemed very welcoming!"
University Of Washington,School Psychology,Other,F21,Accepted,2021-02-17,,,,,2021-02-17,EdS
Drexel University,Clinical Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,"Email to check portal. Was expecting as I didn't receive an interview but was my top choice so still a bummer. Nonetheless, I wish you all the best and congratulate those that were accepted!!"
University Of Washington,School Psychology,PhD,F21,Accepted,2021-02-17,,,,,2021-02-17,
University Of Washington,School Psychology,PhD,F21,Accepted,2021-02-17,,,,,2021-02-17,Inclusive; PI: Janine
Indiana State University,Clinical Psychology,PsyD,F21,Wait listed,,,,,,2021-02-17,"Top choice. If you donâ€™t plan to accept, please let them know!"
University Of Washington,School Psychology,PhD,F21,Accepted,2021-02-17,,,,,2021-02-17,PI: JM
University Of Washington,School Psychology,Other,F21,Accepted,2021-02-17,,,,,2021-02-17,Ed.S
Salem State University,Industrial Organizational Psychology,Masters,F21,Accepted,2021-02-17,3.66,155,,139,2021-02-17,
Princeton University,Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,
Arizona State University,Developmental Psychology,PhD,F21,Wait listed,,,,,,2021-02-17,Asked area head for an update on my admission status. She informed me my POI had offered admission to another applicant and I was now on the wait list.
Fordham University,Clinical Psychology,PhD,F21,Other,,,,,,2021-02-17,"I interviewed and did not receive a waitlist email or an acceptance offer. I received an email today inviting me to apply to the Masters program, so I am guessing I was probably rejected? I would also like to know if anyone got a true acceptance/rejection notification"
SDSU/UCSD,Clinical Psychology,PhD,F21,Rejected,2021-02-16,,,,,2021-02-17,
"University Of Nevada, Las Vegas (UNLV)",Clinical Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,Email to check admissions portal. Good luck to those accepted!
Princeton University,Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,MS Degree GPA 4.0
University Of Lethbridge,Counselling Psychology,Masters,F21,Accepted,2021-02-08,3.94,,,,2021-02-17,"I double majored in psychology and sociology, I graduate with my undergrad this June. One part-time (but long-term) volunteer commitment at a sexual assault centre, 3.94 average."
University Of Vermont,Clinical Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,After the interview process. :-'''(
University Of Central Florida (UCF),Industrial Organizational Psychology,PhD,F21,Rejected,2021-01-27,,,,,2021-02-17,
University Of Central Florida (UCF),Industrial Organizational Psychology,PhD,F21,Rejected,2021-01-27,,,,,2021-02-17,
University Of Hartford,Clinical Psychology,PsyD,F21,Other,,,,,,2021-02-17,"To the person below who posted about Hartford's last two interview dates, do you know if they have sent out all of those interview invitations already? Also, were all of the time slots already filled?"
Illinois State University,School Psychology,PhD,F21,Accepted,2021-02-16,,,,,2021-02-17,"Email on 2/16 to check application status. Email on 2/17 from program director with official letter, and phone call from faculty member of interest later in the day."
University Of Regina,Clinical Psychology,Masters,F21,Accepted,2021-02-17,,,,,2021-02-17,Received informal acceptance from POI! Very excited
Princeton University,Social Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,
Palo Alto University,Clinical Psychology,PhD,F21,Accepted,2021-02-17,,,,,2021-02-17,Interviewed 2/6 :)
University Of Miami,Clinical Psychology,PhD,F21,Interview,,,,,,2021-02-17,To the University of Miami applicants. Who has heard back after interviews? It's been almost a month and I think I have only seen one applicant on hear that has heard back and I'm curious as to how long it will take before responses to all the interviewees are sent out.
"University Of Colorado, Colorado Springs",Clinical Psychology,Masters,F21,Accepted,2021-02-09,,,,,2021-02-17,"I received an informal email from one of the faculty members on 2/9/21 and the official acceptance letter came in on 2/15/2021. I was not told about an interview process, which I think is strange. However, I'm excited!"
DePaul University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-17,Community Track.
"California State University, Northridge",Clinical Psychology,Masters,F21,Interview,,,,,,2021-02-17,
University Of New Mexico,Clinical Psychology,PhD,F21,Interview,,,,,,2021-02-17,Has anyone heard back from SE for an interview?
University Of Miami,Developmental Psychology,PhD,F21,Rejected,2021-02-08,,,,,2021-02-17,
Fordham University,Counseling Psychology,PhD,F21,Accepted,2021-02-17,,,,,2021-02-17,
Clark University,Clinical Psychology,PhD,F21,Other,,,,,,2021-02-17,"to the clark poster - were all primary offers sent out do you know, or just AH?"
"C.W. Post Long Island, LIU Post",Clinical Psychology,PsyD,F21,Interview,,,,,,2021-02-17,Invited to interview on March 2
New Mexico State University,School Psychology,PhD,F21,Accepted,2021-02-17,,,,,2021-02-17,
University Of Kentucky,Clinical Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,General rejection email post-interview
University Of Hartford,Clinical Psychology,PsyD,F21,Interview,,,,,,2021-02-17,"Personal email, only two interview dates left: Feb. 19th and Feb. 26th."
Indiana University Of Pennsylvania,Clinical Psychology,PsyD,F21,Rejected,2021-02-17,,,,,2021-02-17,Has anyone rejected the offer of IUP PsyD in clinical psychology? Thanks.
Eastern Kentucky University,Clinical Psychology,PsyD,F21,Wait listed,,,,,,2021-02-17,Has anyone rejected the offer at EKU PsyD in clinical psychology? Thanks.
"C.W. Post Long Island, LIU Post",Clinical Psychology,PsyD,F21,Interview,,,,,,2021-02-17,Interview scheduled for March 2 from 9am-12pm
University Of Georgia,Industrial Organizational Psychology,PhD,F21,Other,,,,,,2021-02-17,"I am below wait-listed, but also not rejected yet."
Florida Institute Of Technology,Industrial Organizational Psychology PhD,PhD,F21,Accepted,2021-02-16,,,,,2021-02-17,
"Simon Fraser University (Burnaby, B.C.)",Clinical Psychology,Masters,F21,Accepted,2021-02-17,,,,,2021-02-17,
"Baruch College, CUNY",Industrial Organizational Psychology,PhD,F21,Interview,,,,,,2021-02-17,Invite to Visitation Day
DePaul University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-17,Email directly from the PI telling me I'm on the wait list
Princeton University,Social Psychology,PhD,F21,Rejected,2021-02-17,,162,4.50,167,2021-02-17,Was not called for interview- was a direct rejection
Clark University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-17,"Email from POI (AH) offers have been sent out, and I am on the waitlist."
University Of South Carolina,School Psychology,PhD,F21,Other,,,,,,2021-02-17,TTPB I emailed the program director 1 week ago with no update. Haven't heard anything since my POI asked me ~3 weeks ago about my other interviews in response to my thank you note.
Rowan University,Clinical Psychology,PhD,F21,Interview,,,,,,2021-02-17,Was put on the waitlist and just received an interview invite today. The interview dates are 2/26 and 3/5. So excited!
University Of Tennessee,Experimental Psychology (Cognitive And Developmental Sciences),PhD,F21,Accepted,2021-02-17,,,,,2021-02-17,Received an informal acceptance from my potential mentors. I will be working with JSH and SR-H. This is my first choice and it is almost certain that I will accept.
University Of South Carolina,School Psychology,PhD,F21,Other,,,,,,2021-02-17,"I was told by Psych dept that first round of acceptances have gone out, and another round will be sent out if folks decline. Has anyone heard back about decisions?"
New Mexico State University,School Psychology,PhD,F21,Accepted,2021-02-17,,,,,2021-02-17,
"University Of Nevada, Reno",Clinical Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,
College Of William And Mary,Experimental Psychology,Masters,F21,Other,,,,,,2021-02-17,"To the poster below, congratulations! was your POI also the director of the program?"
Princeton University,Social Psychology,PhD,F21,Wait listed,,,,,,2021-02-17,"Email from department. Stings, but still hopeful!"
University Of British Columbia,Clinical Psychology,Masters,F21,Accepted,2021-02-17,,,,,2021-02-17,Informal acceptance by POI
Princeton University,Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,
University Of Connecticut,Cognitive Psychology,PhD,F21,Accepted,2021-02-15,,,,,2021-02-17,Language and Cognition division!
Princeton University,Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,"General rejection email -- mentioned that they won't go into justifications for denial due to ""volume of applicants"""
University Of Toronto,Clinical Psychology,Masters,F21,Rejected,2021-02-16,,,,,2021-02-17,Expected this as I had not received an interview invite. I emailed to inquire about my application status and was told the recruitment process is ongoing but all shortlisted applicants have been contacted
University Of British Columbia,Health Psychology,Masters,F21,Rejected,2021-02-17,,,,,2021-02-17,I had not received any communication from UBC's Health Psychology program. The grad admin said they would not have answers for me until April. I ended up emailing my POI and found out I was rejected. It makes sense as the recruitment events were at the beginning of February. Top choice so this one hurts but all the best to everyone else!
University Of Georgia,Clinical Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,General rejection email post interview. PI: IM
James Madison University,Combined-Integrated Clinical And School Psychology,PsyD,F21,Interview,,,,,,2021-02-17,"email from program director with choice of 2 interview dates (2/26, 3/1)"
Florida Institute Of Technology,Industrial Organizational Psychology,PhD,F21,Accepted,2021-02-16,,,,,2021-02-17,"Did not receive any word on funding just yet, but I'm very excited about this offer!"
University Of Toronto,Master Of Arts In Counselling & Clinical Psychology (Clinical & Counselling Psychology Field),Masters,F21,Accepted,2021-02-11,3.70,,,,2021-02-17,I am Canadian and have completed an Honours Bachelor of Science.
University Of Utah,School Psychology,Other,F21,Accepted,2021-02-17,,,,,2021-02-17,Accepted into the Ed.s program. This is my top choice so I will be accepting the offer.
Indiana University Bloomington,Counseling Psychology,PhD,F21,Wait listed,,,,,,2021-02-17,
Ball State University,Counseling Psychology,PhD,F21,Wait listed,,,,,,2021-02-17,
Colorado State University - Fort Collins,Counseling Psychology,PhD,F21,Other,,,,,,2021-02-17,"To the poster below who was accepted to CSU counseling Psyche PhD, would you please be willing to share your PIâ€™s initials and/or whether or not you intend to accept the offer? I am first person on the waitlist for one of the PIâ€™s"
DePaul University,Clinical Psychology,PhD,F21,Other,,,,,,2021-02-17,"To the person asking below, I reached out to the PI (ST)"
DePaul University,Clinical Psychology,PhD,F21,Other,,,,,,2021-02-17,To the DePaul posters - what were your PI's initials?
University Of Kansas,Clinical Psychology Child,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,Received email that my application status has changed.
University Of Kansas,Clinical Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,non-child program. Received an email to check the application portal.
Georgia State University,Clinical Psychology,PhD,F21,Accepted,2021-02-17,,,,,2021-02-17,"Emailed that there was an update to my application, checked it and found a letter of acceptance. SOOOO happy, my first choice, will be accepting. PI: DP. Wishing the best to the other applicants!!!"
Simon Fraser University,Clinical Psychology,Masters,F21,Accepted,2021-02-09,,,,,2021-02-17,
University Of British Columbia,Clinical Psychology,Masters,F21,Accepted,2021-02-09,,,,,2021-02-17,
Ball State University,Counseling Psychology,PhD,F21,Wait listed,,,,,,2021-02-17,
University Of Connecticut,Clinical Psychology,PhD,F21,Other,,,,,,2021-02-17,"TPB: I had corresponded with a PI but not invited to interview, so this was disappointing but not unexpected."
